"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Liczba lat kierowania","Przyczyna wypadku","Kara","Pod wpływem","Obrażenia","Nieprawidłowe użycie","...7","...10"
106992229,"1","1","Kierujący","1998-09-20","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106992229,"2","1","Kierujący","1976-02-06","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106992532,"1","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106992532,"2","1","Kierujący","2009-01-24","Kobieta","Nie wymagane",NA,"Nieprawidłowe: omijanie","Inny organ","Trzeźwy",NA,NA,NA,NA
106992966,"1","1","Kierujący","1986-07-07","Mężczyzna","Posiada","11","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106992966,"2","1","Kierujący","2007-01-30","Mężczyzna","Nie posiada",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106993204,"1","1","Kierujący","1971-09-18","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106993204,"2","1","Kierujący","1964-04-14","Kobieta","Posiada","6","Wjazd przy czerwonym świetle","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106993505,"1","1","Kierujący","1975-11-12","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106993505,"2","1","Kierujący","1989-03-19","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106993516,"1","1","Kierujący","1965-07-05","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106993516,"2","1","Kierujący","1982-08-02","Kobieta","Posiada","9","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106993545,"1","1","Kierujący","2007-10-06","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106993545,"2","1","Kierujący","1976-01-17","Kobieta","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106995417,"1","1","Kierujący","1992-04-02","Mężczyzna","Posiada","8","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106995417,"2","1","Kierujący","1978-02-01","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106995609,"1","1","Kierujący","1970-01-18","Mężczyzna","Nie posiada",NA,"Nieprawidłowe: skręcanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
106995609,"2","1","Kierujący","1967-03-21","Mężczyzna","Posiada","28","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106995612,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106995612,"2","1","Kierujący","1952-01-14","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106996187,"1","1","Kierujący","1990-11-24","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
106996187,"2","1","Kierujący","1967-11-08","Mężczyzna","Posiada","24","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
106996655,"1","1","Kierujący","1971-01-10","Kobieta","Posiada","27",NA,NA,"Trzeźwy",NA,NA,NA,NA
106996655,"2","1","Kierujący","2005-07-19","Mężczyzna","Posiada","0","Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
106996926,"1","1","Kierujący","1982-04-01","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
106996926,"2","1","Kierujący","1950-06-09","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
106999894,"1","1","Kierujący","1974-07-12","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy","Ranny lekko",NA,NA,NA
106999894,"2","1","Kierujący","1953-09-25","Mężczyzna","Posiada","47",NA,NA,"Trzeźwy",NA,NA,NA,NA
106999905,"1","1","Kierujący","1968-08-16","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
106999905,"2","1","Kierujący","1979-12-14","Mężczyzna","Posiada","20",NA,NA,"Trzeźwy",NA,NA,NA,NA
107000232,"1","1","Kierujący","1970-07-18","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107000232,"2","1","Kierujący","1994-10-04","Mężczyzna","Posiada","6","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107000244,"1","1","Kierujący","1982-12-16","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107000244,"2","1","Kierujący","1956-07-11","Mężczyzna","Posiada","33","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107000598,"1","1","Kierujący","1975-06-19","Mężczyzna","Posiada","25",NA,NA,"Trzeźwy",NA,NA,NA,NA
107000598,"2","1","Kierujący","1993-02-25","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
107000880,"1","1","Kierujący","1968-07-15","Mężczyzna","Posiada","13","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107000880,"2","1","Kierujący","2004-06-27","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107001395,"1","1","Kierujący","1955-07-11","Mężczyzna","Posiada","17","Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
107001395,"2","1","Kierujący","1959-02-20","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107001465,"1","1","Kierujący","1959-08-02","Mężczyzna","Posiada","34",NA,NA,"Trzeźwy",NA,NA,NA,NA
107001465,"2","1","Kierujący","1957-07-04","Mężczyzna","Posiada","35","Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
107001907,"1","1","Kierujący","1984-10-11","Mężczyzna","Posiada","16","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107001907,"2","1","Kierujący","2011-08-05","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107002817,"1","1","Kierujący","1988-08-25","Mężczyzna","Posiada","12","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107002817,"2","1","Kierujący","1972-04-04","Mężczyzna","Nie wymagane",NA,NA,NA,"Alkoholu","Ranny ciężko",NA,NA,NA
107005105,"1","1","Kierujący","1950-10-13","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107005105,"2","1","Kierujący","1956-06-24","Mężczyzna","Posiada","44",NA,NA,"Trzeźwy",NA,NA,NA,NA
107005280,"1","1","Kierujący","1955-05-06","Kobieta","Nie wymagane",NA,NA,"Wniosek o ukaranie","Trzeźwy","Ranny ciężko",NA,NA,NA
107005280,"2","1","Kierujący","1997-07-23","Mężczyzna","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107005360,"1","1","Kierujący","1998-12-16","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107005360,"2","1","Kierujący","1951-06-21","Kobieta","Posiada","35","Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
107005433,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,"Wniosek o ukaranie","Trzeźwy",NA,NA,"Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną",NA
107005452,"1","1","Kierujący","1945-09-03","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107005452,"2","1","Kierujący","1982-01-05","Mężczyzna","Posiada","17","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107005546,"1","1","Kierujący","1998-04-06","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107009549,"1","1","Kierujący","1953-06-03","Mężczyzna","Posiada","46","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107009549,"2","1","Kierujący","1995-09-12","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107009627,"1","1","Kierujący","2006-05-10","Mężczyzna","Posiada","1",NA,NA,"Trzeźwy",NA,NA,NA,NA
107009627,"2","1","Kierujący","1979-03-27","Kobieta","Posiada","16","Nieprawidłowe: wyprzedzanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
107009797,"1","1","Kierujący","2008-05-07","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
107009797,"2","1","Kierujący","1976-05-09","Kobieta","Posiada","22",NA,NA,"Trzeźwy",NA,NA,NA,NA
107009797,"3","1","Kierujący","1974-09-10","Kobieta","Posiada","25",NA,NA,"Trzeźwy",NA,NA,NA,NA
107010901,"1","1","Kierujący","1992-04-29","Kobieta","Posiada","8","Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107010901,"2","1","Kierujący","2015-05-09","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107013849,"1","1","Kierujący","1979-12-23","Mężczyzna","Posiada","20","Nieprawidłowe: cofanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107013849,"2","1","Kierujący","1965-02-24","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107013889,"1","1","Kierujący","2011-12-30","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107013889,"2","1","Kierujący","1969-06-28","Mężczyzna","Posiada","31",NA,NA,"Trzeźwy",NA,NA,NA,NA
107014044,"1","1","Kierujący","1962-09-13","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107014044,"2","1","Kierujący","1997-09-16","Mężczyzna","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107018013,"1","1","Kierujący","1956-10-17","Kobieta","Posiada","36","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
107018013,"2","1","Kierujący","1982-03-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107018075,"1","1","Kierujący","1998-01-07","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107018075,"2","1","Kierujący","1976-06-27","Mężczyzna","Posiada","19",NA,NA,"Trzeźwy",NA,NA,NA,NA
107018165,"1","1","Kierujący","1992-09-26","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
107018165,"2","1","Kierujący","1996-09-12","Mężczyzna","Posiada","3",NA,NA,"Trzeźwy",NA,NA,NA,NA
107018198,"1","1","Kierujący","1962-03-06","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107018198,"2","1","Kierujący","1980-04-15","Kobieta","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107020837,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107020837,"2","1","Kierujący","1978-09-18","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107024368,"1","1","Kierujący","1949-07-27","Mężczyzna","Nie wymagane",NA,NA,"Inny organ","Trzeźwy","Ranny lekko",NA,NA,NA
107024489,"1","1","Kierujący","1970-01-25","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Alkoholu",NA,NA,NA,NA
107024489,"2","1","Kierujący","1989-03-30","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA,NA,NA,NA
107024706,"1","1","Kierujący","1982-06-27","Kobieta","Nie posiada",NA,"Niedostosowanie prędkości do warunków ruchu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107024706,"2","1","Kierujący","1985-06-19","Kobieta","Nie posiada",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107024730,"1","1","Kierujący","1976-02-01","Mężczyzna","Posiada","14",NA,NA,"Trzeźwy",NA,NA,NA,NA
107024730,"2","1","Kierujący","1968-05-20","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: zmienianie pasa ruchu","Wniosek o ukaranie","Alkoholu",NA,NA,NA,NA
107026487,"1","1","Kierujący","1962-12-10","Mężczyzna","Posiada","38","Gwałtowne hamowanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
107026487,"2","1","Kierujący","1980-09-29","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107026487,"3","1","Kierujący","1980-02-05","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107026790,"1","1","Kierujący","1988-07-01","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Alkoholu","Ranny lekko",NA,NA,NA
107032074,"1","1","Kierujący","1976-07-21","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107032074,"2","1","Kierujący","Nieustalona","Kobieta",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107032161,"1","1","Kierujący","2011-12-08","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107032161,"2","1","Kierujący","1975-11-10","Mężczyzna","Posiada","18","Nieprawidłowe: cofanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
107034076,"1","1","Kierujący","1972-04-14","Mężczyzna","Posiada","4","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107034076,"2","1","Kierujący","1976-07-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107037038,"1","1","Kierujący","1975-09-25","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107037038,"2","1","Kierujący","1976-02-09","Mężczyzna","Posiada","24","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
107038517,"1","1","Kierujący","1999-08-05","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107038517,"2","1","Kierujący","1971-03-03","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107038675,"1","1","Kierujący","1976-11-23","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107038729,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wymijanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107038729,"2","1","Kierujący","1987-04-24","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107040871,"1","1","Kierujący","1975-05-06","Kobieta","Posiada","23","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107040871,"2","1","Kierujący","1963-06-12","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107042061,"1","1","Kierujący","1986-10-09","Mężczyzna","Posiada","9",NA,NA,"Trzeźwy",NA,NA,NA,NA
107042061,"2","1","Kierujący","2009-04-11","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107042069,"1","1","Kierujący","1959-10-24","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Śmierć w ciągu 30 dni",NA,NA,NA
107042069,"2","1","Kierujący","1986-08-13","Mężczyzna","Posiada","14",NA,NA,"Trzeźwy",NA,NA,NA,NA
107042144,"1","1","Kierujący","1964-12-26","Kobieta","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107042144,"2","1","Kierujący","1995-08-21","Mężczyzna","Posiada","4",NA,NA,"Trzeźwy",NA,NA,NA,NA
107042365,"1","1","Kierujący","1989-03-06","Mężczyzna","Posiada","1","Niezachowanie bezp. odl. między pojazdami","Mandat karny","Trzeźwy",NA,NA,NA,NA
107042365,"2","1","Kierujący","1960-08-20","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107042478,"1","1","Kierujący","1982-03-27","Mężczyzna","Nie wymagane",NA,"Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach","Wniosek o ukaranie","Trzeźwy","Ranny lekko",NA,NA,NA
107042630,"1","1","Kierujący","1980-06-29","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107042630,"2","1","Kierujący","1969-07-02","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107046576,"1","1","Kierujący","1993-06-25","Mężczyzna","Posiada","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107046576,"2","1","Kierujący","1977-10-04","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107048930,"1","1","Kierujący","1969-10-04","Mężczyzna","Posiada","37","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107048930,"2","1","Kierujący","1987-12-20","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107048981,"1","1","Kierujący","1955-07-03","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107048981,"2","1","Kierujący","1985-09-03","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy",NA,NA,NA,NA
107052838,"1","1","Kierujący","1969-12-29","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107052838,"2","1","Kierujący","2002-02-04","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107053058,"1","1","Kierujący","1988-03-19","Mężczyzna","Posiada","12","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107053058,"2","1","Kierujący","1974-02-11","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107053280,"1","1","Kierujący","1997-12-24","Kobieta","Posiada","3","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107053280,"2","1","Kierujący","1989-01-04","Kobieta","Posiada","15",NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107054022,"1","1","Kierujący","1990-09-02","Mężczyzna","Posiada","10","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107054022,"2","1","Kierujący","1978-04-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107054888,"1","1","Kierujący","1972-04-20","Kobieta","Nie wymagane",NA,"Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach","Mandat karny","Trzeźwy",NA,NA,NA,NA
107056921,"1","1","Kierujący","1975-03-28","Mężczyzna","Posiada","26","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107056921,"2","1","Kierujący","1948-10-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107059977,"1","1","Kierujący","1989-06-03","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107059977,"2","1","Kierujący","1953-01-27","Mężczyzna","Posiada","46","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107060080,"1","1","Kierujący","1971-01-01","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107060080,"2","1","Kierujący","1955-06-02","Mężczyzna","Posiada","28","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107060119,"1","1","Kierujący","1977-03-12","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107060119,"2","1","Kierujący","1969-02-20","Mężczyzna","Posiada","34","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107060123,"1","1","Kierujący","1975-02-02","Kobieta","Posiada","26","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107060123,"2","1","Kierujący","2004-02-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107060331,"1","1","Kierujący","1951-07-30","Kobieta","Posiada","38","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107060331,"2","1","Kierujący","1971-06-19","Mężczyzna","Posiada","34",NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107060516,"1","1","Kierujący","2008-05-23","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Inny organ","Trzeźwy",NA,NA,NA,NA
107060516,"2","1","Kierujący","Nieustalona","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107060892,"1","1","Kierujący","1990-12-28","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA,NA,NA,NA
107060892,"2","1","Kierujący","2006-07-18","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy","Ranny lekko",NA,NA,NA
107060915,"1","1","Kierujący","1991-02-12","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107060915,"2","1","Kierujący","1970-06-06","Kobieta","Posiada","10","Wjazd przy czerwonym świetle","Mandat karny","Trzeźwy",NA,NA,NA,NA
107062170,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107062170,"2","1","Kierujący","1980-01-18","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107062393,"1","1","Kierujący","1990-06-07","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107062393,"2","1","Kierujący","1972-03-09","Mężczyzna","Posiada","28","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107062449,"1","1","Kierujący","1958-03-31","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107062449,"2","1","Kierujący","1970-03-27","Mężczyzna","Posiada","30",NA,NA,"Trzeźwy",NA,NA,NA,NA
107062773,"1","1","Kierujący","1945-04-02","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107062773,"2","1","Kierujący","1942-03-29","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107062856,"1","1","Kierujący","1977-02-04","Mężczyzna","Posiada","22","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Nie badano",NA,NA,NA,NA
107062856,"2","1","Kierujący","1978-04-10","Kobieta","Nie wymagane",NA,NA,NA,"Nie badano","Ranny lekko",NA,NA,NA
107063942,"1","1","Kierujący","1960-07-20","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107063942,"2","1","Kierujący","1973-04-07","Kobieta","Posiada","13","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107066728,"1","1","Kierujący","2007-12-07","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107066728,"2","1","Kierujący","1956-05-07","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107069847,"1","1","Kierujący","2005-09-10","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Inny organ","Trzeźwy","Ranny lekko",NA,NA,NA
107069847,"2","1","Kierujący","1989-01-28","Mężczyzna","Posiada","11",NA,NA,"Trzeźwy",NA,NA,NA,NA
107070064,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107070064,"2","1","Kierujący","1977-02-27","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107070939,"1","1","Kierujący","1951-08-25","Mężczyzna","Posiada","54",NA,NA,"Trzeźwy",NA,NA,NA,NA
107070939,"2","1","Kierujący","1961-07-07","Mężczyzna","Posiada","27","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
